prop_id,srch_destination_id,time_idx,srch_length_of_stay,srch_room_count,srch_saturday_night_bool,prop_location_score1,prop_location_score2,prop_log_historical_price,prop_review_score,prop_starrating,random_bool,position,price_usd,promotion_flag,gross_bookings_usd,booking_bool,click_bool,comp_rate,comp_inv
128632,1238,17,2,1,0,1.075954645,2.379138894,0.622456941,4.5,4,1,9,0.489220853,1,-0.131147362,0,0,0,0
128632,1238,18,1,1,0,1.075954645,2.379138894,0.622456941,4.5,4,0,2,1.021653797,0,1.777802221,1,1,0,0
128632,1238,19,1,1,1,1.075954645,2.379138894,0.622456941,4.5,4,0,1,0.479064392,1,-0.131147362,0,0,0,0
128632,1238,20,1,1,0,1.075954645,2.379138894,0.622456941,4.5,4,1,20,1.032786841,0,-0.131147362,0,0,0,0
128632,1238,21,2,1,1,1.075954645,2.379138894,0.622456941,4.5,4,0,3,2.364259833,0,-0.131147362,0,0,0,0
128632,1238,22,2,1,1,1.075954645,2.379138894,0.622456941,4.5,4,1,2,2.46719166,0,-0.131147362,0,0,0,0
128632,1238,23,4,1,1,1.075954645,2.379138894,0.622456941,4.5,4,1,3,0.602504458,1,-0.131147362,0,0,0,0
128632,1238,24,2,1,0,1.075954645,2.379138894,0.622456941,4.5,4,0,2,0.750749727,0,3.400429623,1,1,0,0
128632,1238,25,3,1,1,1.075954645,2.379138894,0.622456941,4.5,4,1,2,0.211676021,1,5.032678746,1,1,0,0
128632,1238,26,1,1,1,1.075954645,2.379138894,0.622456941,4.5,4,0,1,0.723796042,0,1.62041111,1,1,0,0
128632,1238,27,3,6,1,1.075954645,2.379138894,0.628005748,4.5,4,0,3,2.270507884,0,-0.131147362,0,0,0,0
128632,1238,28,1,1,0,1.075954645,2.379138894,0.628005748,4.5,4,0,2,0.943722489,1,2.310744321,1,1,0,0
128632,1238,29,2,1,0,1.075954645,2.379138894,0.628005748,4.5,4,0,1,0.381796745,1,-0.131147362,0,0,0,0
128632,1238,30,1,1,0,1.075954645,2.379138894,0.628005748,4.5,4,0,1,0.38492181,1,-0.131147362,0,0,0,0
128632,1238,31,1,1,1,1.075954645,2.379138894,0.628005748,4.5,4,0,1,0.959933764,1,1.735973052,1,1,0,0
128632,1238,32,1,1,1,1.075954645,2.379138894,0.628005748,4.5,4,0,1,1.257791518,1,1.881514252,1,1,0,0
128632,1238,33,1,1,1,1.075954645,2.379138894,0.628005748,4.5,4,0,1,1.96464215,1,-0.131147362,0,0,0,0
128632,1238,34,2,1,1,1.075954645,2.379138894,0.628005748,4.5,4,0,1,1.613072341,1,4.299402272,1,1,0,0
128632,1238,35,2,1,1,1.075954645,2.379138894,0.628005748,4.5,4,1,3,1.672253259,0,-0.131147362,0,0,0,0
128632,1238,36,2,1,1,1.075954645,2.379138894,0.628005748,4.5,4,1,12,2.619147944,1,-0.131147362,0,0,0,0
128632,1238,37,2,1,1,1.075954645,2.379138894,0.628005748,4.5,4,0,2,1.154859691,1,6.273171875,1,1,0,0
128632,1238,38,2,1,0,1.075954645,2.379138894,0.633554556,4.5,4,0,4,1.552914841,0,4.258788479,1,1,0,0
128632,1238,39,1,1,1,1.075954645,2.379138894,0.633554556,4.5,4,1,8,2.388479086,0,-0.131147362,0,0,0,0
128632,1238,40,2,1,1,1.075954645,2.379138894,0.633554556,4.5,4,0,2,1.569321432,0,-0.131147362,0,0,0,0
128632,1238,41,3,1,0,1.075954645,2.379138894,0.633554556,4.5,4,0,1,1.077514333,1,5.674396942,1,1,0,0
128632,1238,42,2,1,1,1.075954645,2.379138894,0.633554556,4.5,4,0,1,2.018158888,0,-0.131147362,0,0,0,0
128632,1238,43,4,1,0,1.075954645,2.379138894,0.633554556,4.5,4,0,1,0.317732913,1,6.046301806,1,1,0,0
128632,1238,44,1,1,1,1.075954645,2.379138894,0.633554556,4.5,4,1,18,0.779656578,0,-0.131147362,0,0,0,0
128632,1238,45,1,1,1,1.075954645,2.379138894,0.633554556,4.5,4,0,1,0.772625182,0,-0.131147362,0,0,0,0
128632,1238,46,3,1,1,1.075954645,2.379138894,0.633554556,4.5,4,0,2,1.188844772,0,-0.131147362,0,0,0,0
128632,1238,47,1,1,0,1.075954645,2.379138894,0.633554556,4.5,4,1,15,0.774383031,0,-0.131147362,0,0,0,0
128632,1238,48,1,1,0,1.075954645,2.379138894,0.633554556,4.5,4,0,18,1.039818237,0,-0.131147362,0,0,0,0
128632,1238,49,1,1,0,1.075954645,2.379138894,0.633554556,4.5,4,0,4,0.998606443,0,-0.131147362,0,0,0,0
128632,1238,50,1,1,1,1.075954645,2.379138894,0.633554556,4.5,4,1,2,2.375392877,0,-0.131147362,0,1,0,0
128632,1238,51,1,1,1,1.075954645,2.379138894,0.633554556,4.5,4,0,3,2.409768591,0,-0.131147362,0,0,0,0
128632,1238,52,4,1,1,1.075954645,2.379138894,0.628005748,4.5,4,0,1,1.270682411,1,-0.131147362,0,0,0,0
128632,1238,53,4,1,1,1.075954645,2.379138894,0.628005748,4.5,4,1,4,0.748405929,1,-0.131147362,0,0,0,0
128632,1238,54,1,1,0,1.075954645,2.379138894,0.628005748,4.5,4,1,1,2.174412136,0,-0.131147362,0,0,0,0
128632,1238,55,6,1,0,1.075954645,2.379138894,0.628005748,4.5,4,0,2,1.315995853,1,-0.131147362,0,0,0,0
128632,1238,56,4,1,1,1.075954645,2.379138894,0.628005748,4.5,4,0,1,0.716374013,1,2.538627203,1,1,0,0
115914,1412,1,1,1,0,-0.732181095,-0.27021529,0.27843087,3,3,0,3,-1.086202523,0,-0.131147362,0,0,1,0
115914,1412,2,1,1,0,-0.732181095,-0.27021529,0.27843087,3,3,0,3,-1.091866703,0,-0.131147362,0,0,1,0
115914,1412,3,4,1,1,-0.732181095,-0.27021529,0.123064257,3,3,0,4,-1.070967831,0,-0.131147362,0,0,1,0
115914,1412,4,1,1,0,-0.732181095,-0.27021529,0.295077292,3,3,0,2,-1.063545802,0,-0.131147362,0,0,0,0
115914,1412,5,1,1,1,-0.732181095,-0.27021529,0.123064257,3,3,0,3,-1.087960372,0,-0.131147362,0,0,1,0
115914,1412,6,1,1,0,-0.732181095,-0.27021529,0.267333254,3,3,1,10,-1.088936955,0,-0.131147362,0,0,0,0
115914,1412,7,4,1,0,-0.732181095,-0.27021529,0.272882062,3,3,0,31,-0.295170453,0,-0.131147362,0,0,0,0
6427,1442,1,1,1,0,0.497112511,-0.105428743,0.494834366,4,4,1,34,-0.525448678,0,-0.131147362,0,0,-1,0
7125,1447,1,1,1,0,-1.239413894,-0.760926519,0.217393986,3,3,1,24,-0.792055783,0,-0.131147362,0,0,0,0
7125,1447,2,1,1,1,-1.239413894,-0.760926519,0.206296371,3,3,1,14,-0.383648855,0,-0.131147362,0,0,0,0
91231,1492,1,3,1,1,0.174870497,0.598714508,0.450443905,4,4,0,1,0.978488837,1,-0.131147362,0,0,0,0
91231,1492,2,5,1,0,0.174870497,0.598714508,0.455992713,4,4,1,6,0.255817563,0,-0.131147362,0,0,0,0
112986,1592,1,1,1,1,-0.278655299,0.73796218,-2.418289623,3.5,3,1,10,-1.089913538,0,-0.131147362,0,0,0,0
112986,1592,2,2,1,1,-0.278655299,0.73796218,-2.418289623,3.5,3,0,7,-1.389724458,0,-0.131147362,0,0,0,0
6418,1596,1,1,1,1,-1.895832809,4.341983812,0.356114176,4.5,3,0,1,-0.017625621,0,1.37287966,1,1,0,0
6418,1596,2,1,2,1,-1.895832809,4.341983812,0.356114176,4.5,3,0,1,-0.134815557,0,2.740176952,1,1,0,0
6418,1596,3,2,1,0,-1.895832809,4.341983812,0.356114176,4.5,3,0,6,0.646450684,0,-0.131147362,0,0,0,0
6418,1596,4,1,1,0,-1.895832809,4.341983812,0.367211791,4.5,3,1,1,1.017552149,0,-0.131147362,0,1,0,0
121521,1610,1,1,1,0,-1.239413894,-0.782208914,0.311723715,4,3,0,1,-1.091866703,0,-0.131147362,0,0,0,0
115332,1639,1,1,1,1,-0.207045963,0.094625773,0.46154152,4.5,3,0,4,-0.818423519,0,-0.131147362,0,0,0,0
115332,1639,2,3,1,1,-0.207045963,0.094625773,0.455992713,4.5,3,1,1,0.451134124,0,-0.131147362,0,0,0,0
115332,1639,3,1,1,1,-0.207045963,0.094625773,0.46154152,4.5,3,0,4,-0.134815557,0,-0.131147362,0,0,0,0
115332,1639,4,2,1,1,-0.207045963,0.094625773,0.46154152,4.5,3,1,7,1.134742085,0,-0.131147362,0,0,0,0
115332,1639,5,1,2,0,-0.207045963,0.094625773,0.46154152,4.5,3,0,3,1.037083805,0,-0.131147362,0,0,0,0
13195,1653,1,8,1,0,-0.935074215,-0.343791571,0.711237862,4.5,3,1,6,1.664049964,0,-0.131147362,0,0,0,0
133616,1671,1,1,1,1,-1.066357998,-0.579114056,0.628005748,4,4,0,36,0.841767245,0,-0.131147362,0,0,0,0
133616,1671,2,1,1,1,-1.066357998,-0.579114056,0.628005748,4,4,0,1,0.841767245,0,-0.131147362,0,0,0,0
133616,1671,3,1,1,1,-1.066357998,-0.579114056,0.345016561,4,4,0,2,0.841767245,0,-0.131147362,0,0,0,0
133616,1671,4,1,1,1,-1.066357998,-0.579114056,0.345016561,4,4,0,2,1.037083805,0,-0.131147362,0,0,0,0
133616,1671,5,1,1,1,-1.066357998,-0.579114056,0.628005748,4,4,0,1,1.037083805,0,-0.131147362,0,0,0,0
133616,1671,6,1,1,1,-1.066357998,-0.579114056,0.628005748,4,4,0,1,1.037083805,0,-0.131147362,0,0,0,0
133616,1671,7,1,2,0,-1.066357998,-0.579114056,0.628005748,4,4,0,2,0.841767245,0,-0.131147362,0,0,0,0
133616,1671,8,1,1,1,-1.066357998,-0.579114056,0.622456941,4,4,1,4,0.841767245,0,-0.131147362,0,0,0,0
133616,1671,9,1,1,1,-1.066357998,-0.579114056,0.622456941,4,4,0,2,0.841767245,0,1.888705223,1,1,0,0
133616,1671,10,1,1,1,-1.066357998,-0.579114056,0.622456941,4,4,0,1,0.841767245,0,-0.131147362,0,0,0,0
133616,1671,11,1,1,1,-1.066357998,-0.579114056,0.622456941,4,4,0,1,0.841767245,0,-0.131147362,0,0,0,0
133616,1671,12,2,1,1,-1.066357998,-0.579114056,0.616908133,4,4,0,1,1.820107895,0,5.035514622,1,1,0,0
133616,1671,13,1,1,0,-1.066357998,-0.579114056,0.616908133,4,4,0,1,0.451134124,0,1.66305053,1,1,0,0
133616,1671,14,2,1,1,-1.066357998,-0.579114056,0.616908133,4,4,0,1,0.841767245,0,-0.131147362,0,0,0,0
133616,1671,15,1,1,1,-1.066357998,-0.579114056,0.616908133,4,4,1,6,0.841767245,0,-0.131147362,0,1,0,0
133616,1671,16,1,1,1,-1.066357998,-0.579114056,0.616908133,4,4,0,1,0.841767245,0,-0.131147362,0,0,0,0
133616,1671,17,2,1,1,-1.066357998,-0.579114056,0.611359325,4,4,0,1,0.841767245,0,-0.131147362,0,0,0,0
133616,1671,18,1,1,1,-1.066357998,-0.579114056,0.611359325,4,4,0,1,0.841767245,0,-0.131147362,0,0,0,0
133616,1671,19,3,1,1,-1.066357998,-0.579114056,0.333918946,4,4,0,1,1.037083805,0,-0.131147362,0,0,0,0
133616,1671,20,1,1,1,-1.066357998,-0.579114056,0.616908133,4,4,1,15,0.646450684,0,-0.131147362,0,0,0,0
133616,1671,21,1,1,0,-1.066357998,-0.579114056,0.628005748,4,4,0,10,1.818350046,0,-0.131147362,0,0,0,0
133616,1671,22,2,1,1,-1.066357998,-0.579114056,0.633554556,4,4,0,10,1.037083805,0,-0.131147362,0,0,-1,0
133616,1671,23,1,1,1,-1.066357998,-0.579114056,0.622456941,4,4,1,6,1.037083805,0,2.026346484,1,1,0,0
133616,1671,24,2,1,0,-1.066357998,-0.579114056,0.628005748,4,4,0,1,0.705045652,0,-0.131147362,0,0,-1,0
133616,1671,25,1,1,0,-1.066357998,-0.579114056,0.628005748,4,4,0,4,0.646450684,0,-0.131147362,0,0,0,0
133616,1671,26,1,1,0,-1.066357998,-0.579114056,-2.418289623,4,4,0,1,1.232400365,0,-0.131147362,0,0,0,0
133616,1671,27,1,1,1,-1.066357998,-0.579114056,-2.418289623,4,4,0,1,1.076147117,0,-0.131147362,0,0,0,0
133616,1671,28,1,1,1,-1.066357998,-0.579114056,-2.418289623,4,4,0,1,1.037083805,0,-0.131147362,0,0,0,0
133616,1671,29,1,1,0,-1.066357998,-0.579114056,-2.418289623,4,4,1,2,0.646450684,0,-0.131147362,0,0,0,0
133616,1671,30,2,1,1,-1.066357998,-0.579114056,-2.418289623,4,4,1,12,1.544906862,0,-0.131147362,0,0,0,0
133616,1671,31,1,1,1,-1.066357998,-0.579114056,-2.418289623,4,4,0,2,2.482426352,0,-0.131147362,0,0,0,0
133616,1671,32,1,1,1,-1.066357998,-0.579114056,-2.418289623,4,4,0,2,0.841767245,0,-0.131147362,0,0,0,0
48256,1699,1,1,1,0,-1.484079126,-0.508578117,0.295077292,4.5,4,0,19,-1.072335047,0,-0.131147362,0,0,1,0
48256,1699,2,1,1,0,-1.484079126,-0.508578117,0.283979677,4.5,4,0,4,-0.852213284,0,-0.131147362,0,0,0,0
48256,1699,3,1,1,0,-1.484079126,-0.508578117,0.283979677,4.5,4,0,19,-1.169993327,0,-0.131147362,0,0,1,0
48256,1699,4,1,1,0,-1.484079126,-0.508578117,0.283979677,4.5,4,0,20,-0.934246239,0,-0.131147362,0,0,0,0
48256,1699,5,1,1,1,-1.484079126,-0.508578117,0.272882062,4.5,4,0,12,-1.266284392,0,-0.131147362,0,0,0,0
48256,1699,6,4,1,1,-1.484079126,-0.508578117,0.239589216,4.5,4,0,9,0.544886073,0,-0.131147362,0,0,0,0
48256,1699,7,2,1,0,-1.484079126,-0.508578117,0.234040409,4.5,4,0,15,-1.013740079,1,-0.131147362,0,0,0,0
48256,1699,8,3,1,1,-1.484079126,-0.508578117,0.234040409,4.5,4,1,24,-1.24479957,0,-0.131147362,0,0,0,0
48256,1699,9,1,1,1,-1.484079126,-0.508578117,0.234040409,4.5,4,0,6,-0.291068806,0,-0.131147362,0,0,0,0
48256,1699,10,1,1,1,-1.484079126,-0.508578117,0.228491601,4.5,4,1,30,0.209332222,0,-0.131147362,0,0,0,0
48256,1699,11,3,1,0,-1.484079126,-0.508578117,0.228491601,4.5,4,0,12,-0.955145111,1,-0.131147362,0,0,0,0
48256,1699,12,2,1,0,-1.484079126,-0.508578117,0.228491601,4.5,4,0,10,-1.160032183,1,-0.131147362,0,0,0,0
48256,1699,13,1,1,1,-1.484079126,-0.508578117,0.228491601,4.5,4,0,3,-0.309819195,0,-0.131147362,0,0,0,0
48256,1699,14,2,1,1,-1.484079126,-0.508578117,0.228491601,4.5,4,1,16,-1.228588295,1,-0.131147362,0,0,0,0
48256,1699,15,1,1,1,-1.484079126,-0.508578117,0.222942794,4.5,4,0,13,-0.818423519,0,-0.131147362,0,0,0,0
48256,1699,16,1,1,0,-1.484079126,-0.508578117,0.222942794,4.5,4,0,16,-1.045186045,0,-0.131147362,0,0,0,0
48256,1699,17,2,1,1,-1.484079126,-0.508578117,0.222942794,4.5,4,0,18,-1.306519603,0,-0.131147362,0,0,0,0
48256,1699,18,1,1,0,-1.484079126,-0.508578117,0.222942794,4.5,4,0,15,0.394882954,0,-0.131147362,0,0,-1,0
48256,1699,19,1,1,1,-1.484079126,-0.508578117,0.222942794,4.5,4,0,21,-0.115283901,0,-0.131147362,0,0,0,0
48256,1699,20,1,1,0,-1.484079126,-0.508578117,0.222942794,4.5,4,1,36,-1.27487832,0,-0.131147362,0,0,0,0
48256,1699,21,2,1,1,-1.484079126,-0.508578117,0.222942794,4.5,4,0,12,-0.495760561,0,-0.131147362,0,0,0,0
48256,1699,22,1,2,0,-1.484079126,-0.508578117,0.228491601,4.5,4,0,9,-1.056123773,0,-0.131147362,0,0,0,0
48256,1699,23,2,1,1,-1.484079126,-0.508578117,0.228491601,4.5,4,1,1,-0.00746916,0,-0.131147362,0,0,0,0
48256,1699,24,2,2,0,-1.484079126,-0.508578117,0.228491601,4.5,4,0,10,-0.837955175,0,-0.131147362,0,0,0,0
48256,1699,25,1,1,0,-1.484079126,-0.508578117,0.228491601,4.5,4,0,3,-0.105518073,0,-0.131147362,0,0,0,0
48256,1699,26,1,1,0,-1.484079126,-0.508578117,0.228491601,4.5,4,1,12,-1.05514719,0,-0.131147362,0,0,0,0
48256,1699,27,3,1,0,-1.484079126,-0.508578117,-2.418289623,4.5,4,0,19,-1.027998188,0,-0.131147362,0,0,0,0
48256,1699,28,2,1,1,-1.484079126,-0.508578117,-2.418289623,4.5,4,0,9,0.705045652,0,-0.131147362,0,0,0,0
48256,1699,29,2,1,1,-1.484079126,-0.508578117,-2.418289623,4.5,4,0,10,-0.173878869,0,-0.131147362,0,0,0,0
48256,1699,30,2,1,1,-1.484079126,-0.508578117,-2.418289623,4.5,4,0,20,0.40992233,0,-0.131147362,0,0,0,0
48256,1699,31,1,1,0,-1.484079126,-0.508578117,-2.418289623,4.5,4,0,14,-0.412946339,0,-0.131147362,0,0,0,0
