srch_id,srch_destination_id,time_idx,srch_length_of_stay,srch_room_count,srch_saturday_night_bool,random_bool,prop_review_score,prop_location_score2,prop_location_score1,prop_log_historical_price,prop_starrating,comp_rate,comp_inv,total_gross_revenue,total_clicks,n_props,total_promotions,avg_price_per_night,std_price_usd,mean_hist_price,std_hist_price,corr_pos_price,corr_pos_review,gross_revenue_per_night,_split
242246,175,31,3,1,1,0,5.0,0.1272,3.66,5.39,2,1,1,0.0,0,7,2,175.28572,20.41008154249827,5.327143,0.10515301581690091,0.7510917307102177,0.25765035182330004,0.0,train
382349,175,32,1,1,1,1,4.5,0.0675,2.2,6.06,5,0,1,0.0,0,17,3,124.545296,41.94961413446064,5.5670586,0.27867464314336066,-0.19376962734201586,0.035174103619921814,0.0,train
151753,175,33,3,1,0,0,4.5,0.0838,4.26,5.73,4,0,0,0.0,0,20,4,145.599,43.495911979771634,5.6155,0.28597894161286946,0.015228350130091276,-0.33477889443084363,0.0,train
17039,175,34,1,1,0,1,4.5,0.0838,4.26,5.73,4,1,1,0.0,0,17,2,117.35294,38.32620471235016,5.4382353,0.19679409573077944,0.03499345608073456,-0.34090868867576407,0.0,train
401130,175,35,1,1,0,0,4.0,0.1014,4.42,5.25,2,0,0,94.07,1,21,2,112.66,32.689084472775036,5.48,0.2778848280239365,-0.5429929863852007,-0.337989301665891,94.06999969482422,train
665257,175,36,2,2,1,0,4.5,0.0239,3.3,5.41,4,0,0,0.0,0,18,1,136.84944,49.89285561913782,5.3755555,0.2628177446840297,-0.10604566798242289,-0.3883981151995674,0.0,train
593724,175,37,1,1,0,1,2.5,0.1094,4.44,5.24,3,0,0,0.0,1,9,1,125.666664,30.585944484354247,5.0155554,0.3009198989730361,0.1149257015594916,-0.6718044193417559,0.0,train
509245,175,38,1,1,1,0,4.0,0.0549,3.89,5.07,2,0,0,0.0,0,17,2,171.05882,19.857210869843023,5.150588,0.25031164447771426,-0.29743487905132954,0.04549658895420568,0.0,train
595259,175,39,3,1,0,0,4.5,0.0838,4.26,5.73,4,1,1,0.0,0,24,2,117.105,34.93694667135235,5.494167,0.2858840518277069,-0.2399598470880692,0.03952605834657615,0.0,train
205284,175,40,4,1,1,0,4.5,0.0239,3.3,5.41,4,0,0,0.0,1,14,1,131.28572,39.14554414455911,5.262857,0.1745071249057855,-0.15410734110922047,-0.15742496036854225,0.0,train
60777,175,41,3,1,0,0,3.5,0.063,4.26,5.26,4,0,0,0.0,0,23,2,139.22739,38.23452749139062,5.3656526,0.20460213064086888,-0.2208004294053972,-0.12372233790601163,0.0,train
459965,175,42,2,4,1,1,3.5,0.063,4.26,5.26,4,0,0,0.0,1,10,0,129.419,38.22262513387648,5.337,0.2432213809306814,-0.07121603616639646,0.30302780114105304,0.0,train
304267,175,43,4,1,1,0,4.5,0.0239,3.3,5.55,4,0,0,0.0,0,10,3,181.2,24.407649074282702,5.425,0.17017963934859107,0.06004961586923418,0.0200643088476282,0.0,train
367974,175,44,3,1,0,0,4.5,0.0239,3.3,5.55,4,0,0,0.0,0,11,3,141.18182,39.28821243533022,5.4236364,0.15628642939143897,0.04796748147357686,-0.23146532533810266,0.0,train
608547,175,45,4,1,0,1,4.0,0.1435,3.47,5.3,4,0,0,0.0,0,8,1,167.48125,23.325203195276035,4.99,0.2345208838439613,0.7170452040067052,0.18353258709644943,0.0,train
436581,175,46,5,1,0,1,3.5,0.063,4.26,5.25,4,0,0,0.0,2,15,2,102.6,16.63387249818016,5.07,0.2132738581344365,-0.03187331756485414,-0.15495190939407244,0.0,train
554466,175,47,1,1,0,0,3.5,0.063,4.26,5.24,4,0,0,0.0,1,9,2,167.66667,33.45893004864322,5.342222,0.14210714302927324,0.5746797272332351,-0.2369390283487509,0.0,train
388198,175,48,2,4,0,0,3.5,0.063,4.26,5.24,4,0,0,0.0,0,17,2,145.5747,38.42625019426185,5.372353,0.20324025849467586,-0.09075572881820351,-0.3490195438017367,0.0,train
235308,175,49,2,1,1,0,4.0,0.0549,3.89,4.92,2,0,0,0.0,2,12,1,103.774994,8.242426211924053,5.0475,0.2620591313625597,0.15873884581335176,0.37856417901589917,0.0,train
610579,175,50,1,1,0,1,4.5,0.0239,3.3,5.56,4,0,0,0.0,0,13,1,121.38461,32.36391627913836,5.1469235,0.3064142930613554,0.1861466232046967,0.3743736391078579,0.0,train
602832,175,51,3,1,0,0,4.5,0.0239,3.3,5.54,4,0,0,0.0,1,15,5,149.33333,42.170854299871046,5.44816,0.24467996477069764,0.0348873483324478,-0.4498662142108683,0.0,train
650088,175,52,5,1,0,0,4.5,0.0239,3.3,5.54,4,0,0,0.0,0,10,4,154.6,34.82081114633731,5.444665,0.2012726160876573,-0.13636175426545735,-0.3084074505310447,0.0,train
299972,175,53,4,1,0,0,3.5,0.063,4.26,5.308,4,0,0,0.0,1,7,2,171.0,18.07392228230128,5.3610067,0.12169004019416337,0.7554110090299194,-0.3207677244189623,0.0,train
493880,175,54,1,1,0,1,4.5,0.0239,3.3,5.54,4,0,0,0.0,0,14,2,119.42857,42.36056636091616,5.0863495,0.2738058464114804,0.13479869532758593,0.4011595415449628,0.0,train
3049,175,55,7,2,0,1,5.0,0.077,3.71,5.17125,3,0,0,0.0,0,3,1,200.97667,9.465260245859684,5.2462497,0.19725059763258604,0.7180665388839902,-0.6681835438646867,0.0,train
255261,175,56,7,1,0,1,5.0,0.0746,3.43,4.986,3,0,0,0.0,1,4,2,188.00749,15.852139913354371,5.195861,0.16833795182535075,0.14367354811353217,0.6658901028285283,0.0,train
415739,175,57,12,1,0,1,4.0,0.1435,3.47,5.315833,4,0,0,0.0,1,11,4,118.63636,23.28206488811818,5.184818,0.25294379740003636,0.6730425507949509,-0.1781483436471236,0.0,train
185803,175,58,3,1,1,0,3.5,0.063,4.26,5.308,4,1,1,0.0,0,16,3,141.11626,34.152414241722575,5.3032837,0.13019622126745883,-0.08704054166550514,-0.0626298742582564,0.0,train
365126,175,59,4,1,1,0,3.5,0.063,4.26,5.308,4,0,0,0.0,0,11,3,148.18182,30.294613982746775,5.3205757,0.1270681520181288,0.5444936572029246,-0.23558072730443333,0.0,train
310011,175,60,14,1,0,1,5.0,0.0171,4.08,4.575714,1,0,0,0.0,1,12,3,174.25,15.955192942054376,5.1294904,0.23970926999687972,0.04981783403776021,-0.22015106169610446,0.0,train
245979,175,61,4,2,0,0,4.0,0.1435,3.47,5.315833,4,0,0,0.0,0,5,3,165.39,12.47783629037543,5.219041,0.08456105807863383,-0.30526203644548683,-0.4562008536933988,0.0,train
200632,175,62,14,1,0,1,3.5,0.063,4.26,5.308,4,0,0,0.0,0,7,2,185.76428,18.72655169016016,5.241137,0.1706789142499594,0.7737739280578873,0.08895017865957823,0.0,train
203933,175,63,2,1,0,0,4.0,0.1014,4.42,5.2211766,2,0,0,0.0,0,14,1,148.64285,34.52447769973588,5.360119,0.2085883682129755,-0.39704941164336405,-0.5442318764734182,0.0,train
231015,175,64,5,1,0,1,4.5,0.0533,3.81,5.0266666,1,0,0,0.0,0,4,0,192.8225,17.79912917046489,5.1232815,0.26719495249311453,-0.5936303677430373,-0.9609331989577096,0.0,train
513923,303,1,7,1,0,0,4.0,0.0516,4.45,5.07,3,0,0,0.0,0,4,0,138.8375,41.06076160921202,5.185,0.21579301548370192,-0.0997760475076917,0.8006407690254357,0.0,train
202885,303,2,9,1,0,1,4.5,0.0223,3.37,5.14,4,0,1,0.0,0,18,4,142.64278,34.10257477730845,5.25,0.13525576728460909,-0.22711452522162032,0.45559042087268337,0.0,train
367634,303,3,7,2,0,1,4.0,0.0516,4.45,5.07,3,1,1,0.0,1,8,2,148.3475,42.78226076923633,4.88,0.4983114568249665,0.09723085142712261,-0.21070928232410724,0.0,train
598905,303,4,10,2,0,0,4.0,0.0163,1.61,5.54,5,1,0,0.0,0,28,5,135.32643,38.924191945644495,4.988214,0.41468463078130596,0.8879130469712088,0.06272870052213463,0.0,train
356885,303,5,7,1,0,0,4.0,0.0163,1.61,5.55,5,0,0,0.0,0,19,5,162.71947,37.274052231205076,5.173158,0.30568784281777145,0.12484971712473,0.0881128718358887,0.0,train
246566,303,6,3,1,0,1,4.5,0.0223,3.37,5.12,4,0,0,0.0,1,17,3,147.59236,36.225709301199124,5.182353,0.28212429853469323,-0.05855884665469372,-0.44099812696314755,0.0,train
390521,303,7,2,1,0,0,4.5,0.0223,3.37,5.12,4,1,1,0.0,0,6,2,114.96,39.432204754589584,4.8816667,0.47338850381288833,-0.5320544411069905,-0.3349779111036383,0.0,train
642362,303,8,4,1,0,0,4.0,0.0516,4.45,4.82,3,1,0,0.0,1,29,8,120.91103,36.93645909322332,5.21,0.2862940207203309,-0.15448308656133664,-0.4087462531098213,0.0,train
332213,303,9,7,1,0,1,3.5,0.0314,2.2,5.53,4,0,0,0.0,1,6,4,123.49167,21.38317034515765,5.3083334,0.22310694354859967,0.3974921485368147,0.8669214468630105,0.0,train
404977,303,10,3,1,0,0,4.5,0.0738,3.83,5.61,4,0,0,0.0,0,23,7,135.31216,38.88489495239354,5.215652,0.23504016050089713,0.1104202908718191,0.22407628323939024,0.0,train
456245,303,11,5,1,0,1,4.5,0.0223,3.37,5.12,4,0,0,0.0,1,15,3,166.06667,35.19830524352041,5.2093334,0.16520401312733954,0.08302241719541407,-0.13781034526069458,0.0,train
638649,303,12,14,1,0,1,4.5,0.0738,3.83,5.63,4,0,0,0.0,1,19,6,117.783165,35.05936975208438,5.1973686,0.2926097733843141,0.36336906220468124,0.17310959059807055,0.0,train
467203,303,13,5,1,0,0,4.5,0.0223,3.37,5.13,4,0,1,0.0,1,20,4,151.4855,33.72970374261878,5.283,0.2586624973952082,-0.22062340345578138,-0.5131952793694695,0.0,train
496211,303,14,7,1,0,0,4.5,0.0223,3.37,5.13,4,1,0,0.0,2,18,4,157.29779,39.465493995331194,5.317222,0.22619105366022152,-0.060784861781614435,-0.5157596671064983,0.0,train
491903,303,15,7,1,0,1,4.0,0.0034,0.69,4.89,4,1,1,0.0,1,17,3,151.70589,35.928339625361126,5.318235,0.19462252220776696,0.2878696355703876,0.08758077649005157,0.0,train
651350,303,16,7,2,0,1,4.5,0.1267,4.64,4.87,3,0,0,0.0,1,5,5,143.126,45.90728621490487,5.12,0.16263461713930594,0.3101883465412694,-0.27961639470054006,0.0,train
529637,303,17,2,1,1,1,4.0,0.0247,3.33,4.66,2,0,0,0.0,1,20,7,111.993004,34.560996926037035,5.0365,0.2414926433476266,-0.14084466918572905,0.25928125676231184,0.0,train
340215,303,18,10,1,0,1,4.0,0.0163,1.61,5.51,5,0,0,0.0,1,25,7,104.519196,25.595608348704726,5.36,0.20900557476202097,-0.042442700228529154,-0.3922895409861712,0.0,train
218047,303,19,7,1,0,1,4.5,0.0223,3.37,5.17,4,1,1,0.0,1,16,3,140.35,47.1515869081386,5.121875,0.3014679165529585,-0.43222602217924727,0.11206969320995185,0.0,train
206701,303,20,1,1,1,1,4.0,0.023,2.2,5.41,4,0,0,0.0,1,14,6,112.736435,38.8677639731771,5.100714,0.3660487626399283,0.008760797822691426,0.2167544937842599,0.0,train
570234,303,21,7,2,0,0,3.5,0.0314,2.2,5.41,4,0,0,0.0,1,6,4,127.075005,22.872082987933442,5.42,0.08000001907366643,0.9127948730759841,0.23643312187173016,0.0,train
113856,303,22,1,1,0,0,4.0,0.0163,1.61,5.51,5,1,1,0.0,0,20,5,141.698,43.61954805008318,5.1689997,0.3131991006587095,-0.30440837250499486,-0.054659889327478534,0.0,train
154685,303,23,7,1,0,0,3.5,0.0314,2.2,5.51,4,0,1,0.0,0,18,7,152.82167,36.81331852626889,5.26,0.19914529163540318,0.3788138225845597,-0.10710617118552179,0.0,train
52264,303,24,5,1,0,1,4.0,0.0163,1.61,5.52,5,0,0,0.0,0,4,0,148.1325,47.16352388586161,5.6025,0.05500006675720207,0.12526203423140678,-0.7141149482839227,0.0,train
338175,303,25,7,1,0,1,4.0,0.0163,1.61,5.52,5,0,0,0.0,0,23,9,133.63826,39.33656975290182,5.4434786,0.16391821609393484,-0.4788740519149192,0.17655240775297731,0.0,train
488863,303,26,7,1,0,0,4.0,0.0394,2.64,5.55,5,0,1,206.13,1,3,0,187.99666,23.89361864896129,5.5,0.08660259543885632,-0.9956633720929311,-0.8660254037844385,29.4471435546875,train
625154,303,27,7,1,0,1,4.5,0.0738,3.83,5.68,4,0,0,0.0,1,19,5,123.622635,35.872226636866266,5.3731575,0.204424719788011,-0.2092481786019031,-0.296558741356647,0.0,train
627610,303,28,6,1,0,1,4.0,0.0247,3.33,4.81,2,0,0,0.0,1,22,7,113.957275,33.23131682049259,5.1904545,0.2752570930621739,0.011185181425621185,0.03893071799912477,0.0,train
460640,303,29,6,1,0,0,4.0,0.0183,4.04,4.94,2,1,0,0.0,0,5,1,67.8,3.8987177379235853,4.8059998,0.24582516368506444,-0.6802225505208755,0.022006051148718828,0.0,train
273677,303,30,6,1,0,0,4.5,0.0738,3.83,5.67,4,0,0,0.0,0,23,16,121.608696,28.52867637122464,5.3630433,0.2995517349071358,-0.2950457298172419,-0.3091775456412555,0.0,train
465422,303,31,6,1,0,0,4.5,0.0738,3.83,5.67,4,0,0,730.12,1,24,18,117.14083,34.16743339670276,5.3641667,0.2929151573184241,0.16652745316827952,0.00808706140873399,121.68666585286458,train
160397,303,32,7,1,0,1,3.5,0.0314,2.2,5.51,4,0,0,0.0,0,16,8,124.49375,37.118906225394305,5.311875,0.21918694704988706,-0.3805005464471486,0.149563272573619,0.0,train
318753,303,33,11,1,0,0,4.5,0.0223,3.37,5.19,4,1,0,0.0,1,20,10,106.08299,31.82312777215519,5.414,0.22091676310382832,0.011538202121347726,0.008841727795567677,0.0,train
22281,303,34,10,3,0,1,4.5,0.0659,3.81,5.17,3,0,0,0.0,1,9,3,110.21334,28.109809126303848,5.337778,0.23445564541822522,0.18716411584993065,-0.2802916987515506,0.0,train
243428,303,35,3,1,0,1,4.5,0.0223,3.37,5.18,4,1,0,0.0,1,26,8,120.27885,32.051499994164004,5.3246155,0.11734499613838276,0.012456927765031727,-0.12698521472148322,0.0,train
642148,303,36,13,1,0,1,4.5,0.0283,2.2,4.98,4,0,0,0.0,0,7,1,138.22429,32.4856758497441,5.3185716,0.1635469443268587,0.7051503425303781,-0.6740236336270529,0.0,train
86969,303,37,1,1,0,1,4.0,0.0163,1.61,5.5,5,1,1,0.0,1,20,5,112.74351,32.02278547572601,5.2735,0.23319913038568452,0.3549957075424007,0.22897823812186985,0.0,train
241253,303,38,6,1,0,0,4.0,0.0163,1.61,5.5,5,0,0,0.0,0,25,7,126.0808,36.645378724673066,5.1959996,0.24561148912903843,-0.30500020351957047,-0.22208605674744275,0.0,train
112756,303,39,10,1,0,1,4.5,0.0659,3.81,4.83,3,0,0,0.0,1,20,3,131.9885,42.39375285961029,5.121,0.25657462096940487,-0.04261815298584542,-0.16260413386589684,0.0,train
430992,303,40,3,1,1,0,4.5,0.0738,3.83,5.65,4,1,0,0.0,0,24,9,114.115,30.40640800577006,5.45375,0.1665457838604516,0.13870817541096037,-0.15093734227215105,0.0,train
330488,303,41,4,2,1,1,4.5,0.0223,3.37,5.18,4,0,0,0.0,1,24,10,128.10374,41.40180170748716,5.32,0.1469397951062774,0.2896488718039798,-0.08053437198438188,0.0,train
354500,303,42,7,1,0,0,4.0,0.0163,1.61,5.66,5,0,0,0.0,0,4,2,184.6225,29.839526922108398,5.645,0.18859127014609392,-0.41538925082097705,-0.3682298471593293,0.0,train
38385,303,43,7,1,0,1,4.5,0.0659,3.81,4.84,3,1,1,0.0,0,11,3,103.256355,26.87731009860877,5.210909,0.2950068245379392,0.4137897911876988,-0.09856577848958221,0.0,train
512871,303,44,7,2,0,1,4.5,0.0659,3.81,4.87,3,0,0,0.0,0,21,2,122.17905,41.007549970792695,5.1042852,0.40203942647084184,-0.04518573178663149,-0.05326770101395703,0.0,train
43370,303,45,3,1,1,0,4.0,0.0163,1.61,5.529722,5,1,1,0.0,0,24,11,113.56083,31.54040102905261,5.344479,0.23309263674665423,-0.5216309200582773,-0.17577165296519462,0.0,train
499805,303,46,6,1,0,1,4.5,0.0659,3.81,4.937143,3,1,0,0.0,1,13,1,124.596924,45.17868018534262,5.0155206,0.3076761754217871,-0.2632710562925875,0.5626958901433572,0.0,train
534842,485,1,1,1,0,0,3.5,0.043,1.1,4.99,3,0,0,0.0,0,4,0,97.0,5.354126134736337,4.9425,0.0368554364052182,0.08645856265563526,-0.18898223650461363,0.0,train
562855,485,2,1,1,0,0,3.5,0.043,1.1,4.87,3,1,0,0.0,0,4,0,96.0,21.617893822787945,4.7475,0.23185833181297935,0.9389777599856705,-0.47809144373375745,0.0,train
294238,485,3,3,1,1,0,3.5,0.043,1.1,4.86,3,0,0,0.0,0,4,0,117.25,34.56756668709365,4.6275,0.2742718441127879,0.3598674409469323,-0.039253433598942976,0.0,train
255768,485,4,1,1,1,0,3.5,0.043,1.1,4.87,3,0,1,0.0,0,4,0,92.25,18.15443012967726,4.7425,0.2109305342666813,0.8880921728468105,-0.3682298471593293,0.0,train
316907,485,5,1,1,1,0,3.5,0.043,1.1,4.87,3,0,0,0.0,0,3,0,88.333336,28.431203515386635,4.7233334,0.2540341514796828,0.9997025727391705,-0.7205766921228921,0.0,train
1228,485,6,2,1,0,0,3.5,0.043,1.1,4.96,3,0,0,0.0,0,4,0,105.5,12.179217270963406,4.89,0.05099017767988488,-0.046829924516726684,-0.15523010514126656,0.0,train
534953,485,7,1,1,1,0,3.5,0.043,1.1,4.87,3,1,0,0.0,0,5,0,103.6,14.976648490233053,4.778,0.2057182709898254,0.9832340733489117,-0.053179453726439625,0.0,train
377226,485,8,1,1,0,0,4.0,0.2393,1.39,4.91,3,0,0,0.0,0,4,0,102.9775,19.501555417293112,4.7574997,0.24102213572448775,0.21805477235705173,0.3768673314407158,0.0,train
552297,485,9,1,1,0,0,3.5,0.043,1.1,4.9362164,3,0,0,0.0,0,3,0,142.33333,55.58177159225256,4.523739,0.3884064345373783,0.8794395358869002,0.7559289460184543,0.0,train
537812,485,10,2,5,1,0,3.5,0.043,1.1,4.9362164,3,0,0,0.0,0,3,0,102.0,31.04834939252005,4.5023665,0.39455738920286587,0.9984427709212877,0.5,0.0,train
365635,510,1,2,1,0,1,4.0,0.0324,2.77,5.51,3,0,0,0.0,0,11,1,105.545456,31.500360748295048,5.1136365,0.35505696909018786,-0.28937442942826835,-0.0459869460155847,0.0,train
542542,510,2,13,1,0,1,4.0,0.3003,3.04,4.85,3,0,0,0.0,1,3,0,207.33333,7.023769168568492,4.8366666,0.28023795938166574,-0.3205835717220035,0.8858920666876039,0.0,train
316765,510,3,5,1,0,1,4.0,0.3003,3.04,4.85,3,0,0,0.0,0,4,0,182.25,15.734781006843825,5.025,0.21047563231501717,-0.9192154446255205,0.0,0.0,train
355224,510,4,1,1,1,0,4.5,0.0056,2.48,5.29,3,0,0,0.0,0,9,0,145.22223,41.67966463929916,4.808889,0.3358364052549435,-0.0005712503691086341,-0.7156623067370144,0.0,train
47081,510,5,3,1,0,0,4.0,0.0324,2.77,4.99,3,0,1,0.0,0,10,3,89.5,26.22233992440627,5.247,0.2633566352417945,0.12720633418853647,-0.513307278620945,0.0,train
537956,510,6,5,1,0,0,4.0,0.0324,2.77,4.97,3,0,0,0.0,0,12,3,103.333336,36.62173555624467,5.0575,0.30069998133934467,0.11580665811795536,-0.15190079754698188,0.0,train
236421,510,7,3,1,1,0,4.5,0.0056,2.48,5.28,3,0,0,0.0,0,11,1,117.36364,50.7922685598364,4.9727273,0.3086451442219034,0.17809461002471455,-0.4379307036030943,0.0,train
166465,510,8,7,2,0,1,4.0,0.3003,3.04,4.84,3,0,0,0.0,0,3,1,161.0,22.06807649071391,4.9733334,0.15275237748903656,0.6346805966791323,,0.0,train
600142,510,9,3,1,0,1,3.0,0.1429,2.48,4.57,2,1,1,0.0,0,7,1,102.85714,51.63470593644218,4.717143,0.2671274909944825,-0.02410965984447827,0.1408218960821515,0.0,train
645470,510,10,1,1,1,1,3.5,0.1826,2.3,4.37,2,1,0,0.0,1,6,0,111.833336,36.60828685785046,4.6316667,0.240450921309745,0.4155410520136569,0.3986205025895504,0.0,train
15591,510,11,6,1,0,0,4.5,0.0056,2.48,4.94,3,1,0,0.0,0,11,3,113.0,40.6029555574468,4.908182,0.38052111372212216,-0.5355140612090457,-0.6678183654262376,0.0,train
370659,592,1,5,1,0,0,3.5,0.1179,3.53,4.86,3,1,1,0.0,0,23,1,128.13174,40.63460303709822,5.2130437,0.3561082261665601,0.9601574962353123,0.2603543283768404,0.0,train
247558,592,2,4,1,0,0,3.5,0.1179,3.53,4.86,3,0,0,0.0,0,3,0,116.549995,10.237421292814094,4.8733335,0.2402776195940118,0.9901040236381324,-0.2773500981126146,0.0,train
240851,592,3,1,1,1,1,3.5,0.1835,3.53,5.42,4,0,1,0.0,1,6,0,152.07668,20.433432091874252,5.355,0.2054994451882588,0.3418198159744045,-0.3594253787238923,0.0,train
